Fecha,BrilloSolar,Precipitacion,temperaturaMedia,temperaturaMinima,temperaturaMaxima,AmplitudTermica
2006-07-03,,0,21.85,17.5,26.2,8.7
2006-07-04,,0,19.8,14.8,24.8,10
2006-07-05,,0,17.5,14.8,20.2,5.4
2006-07-06,,0,20,14.8,25.2,10.4
2006-07-07,,0,19.75,15.3,24.2,8.9
2006-07-08,,0,20.9,14.6,27.2,12.6
2006-07-09,,0,20.7,15.4,26,10.6
2006-07-10,,0,20.9,15.4,26.4,11
2006-07-11,,0,21.7,17,26.4,9.4
2006-07-12,,0,21.3,15.4,27.2,11.8
2006-07-13,,0.1,20.7,16,25.4,9.4
2006-07-14,,0,21,16,26,10
2006-07-15,,0,,,,
2006-07-16,,0,,,,
2006-07-17,,0,,,,
2006-07-18,,0,19.4,15,23.8,8.8
2006-07-19,,0,17.3,14,20.6,6.6
2006-07-20,,0,19.8,14.8,24.8,10
2006-07-21,,0,18.7,15,22.4,7.4
2006-07-22,,1.5,17.5,15,20,5
2006-07-23,,0,17.6,15,20.2,5.2
2006-07-24,,2.2,20.9,17.6,24.2,6.6
2006-07-25,,0,18.1,15,21.2,6.2
2006-07-26,,7,19.1,18,20.2,2.2
2006-07-27,,17,17.9,14,21.8,7.8
2006-07-28,,8.5,16.7,13.8,19.6,5.8
2006-07-29,,1.5,,,,
2006-07-30,,0,,,,
2006-07-31,,0,,,,
2006-08-01,,0,21.4,17.8,25,7.2
2006-08-02,,0,18.3,16,20.6,4.6
2006-08-03,,0,21.4,17.4,25.4,8
2006-08-04,,0,20.5,14.4,26.6,12.2
2006-08-05,,0,20.2,16.2,24.2,8
2006-08-06,,0,22.5,18.6,26.4,7.8
2006-08-07,,0,21.9,18.8,25,6.2
2006-08-08,,9,20.1,16,24.2,8.2
2006-08-09,,0,20.7,15.2,26.2,11
2006-08-10,,2,,,,
2006-08-11,,0,19.6,15,24.2,9.2
2006-08-12,,0,20.7,15,26.4,11.4
2006-08-13,,0,,,,
2006-08-14,,0,21.9,15.2,28.6,13.4
2006-08-15,,6,,,,
2006-08-16,,6.2,,,,
2006-08-17,,0,17.7,14.2,21.2,7
2006-08-18,,4.5,21.2,15,27.4,12.4
2006-08-19,,0,16.9,14,19.8,5.8
2006-08-20,,0,18.2,16,20.4,4.4
2006-08-21,,0,21,17,25,8
2006-08-22,,0,21.4,16.4,26.4,10
2006-08-23,,0,19.6,13,26.2,13.2
2006-08-24,,0,20.2,16.2,24.2,8
2006-08-25,,0,18.4,15.4,21.4,6
2006-08-26,,0,17.8,13.8,21.8,8
2006-08-27,,1,17,13.8,20.2,6.4
2006-08-28,,0,19,13.8,24.2,10.4
2006-08-29,,0,20.7,15,26.4,11.4
2006-08-30,,0,20.3,15,25.6,10.6
2006-08-31,,0,20.6,14.8,26.4,11.6
2006-09-01,,0,16.5,12.8,20.2,7.4
2006-09-02,,0,19,13,25,12
2006-09-03,,6,18,16.4,19.6,3.2
2006-09-04,,1.5,16.5,12.8,20.2,7.4
2006-09-05,,0,17.2,12,22.4,10.4
2006-09-06,,0,20.8,15.2,26.4,11.2
2006-09-07,,0,19.5,14.4,24.6,10.2
2006-09-08,,0,17.2,14.4,20,5.6
2006-09-09,,0,17.7,15,20.4,5.4
2006-09-10,,0,17.3,14.8,19.8,5
2006-09-11,,5.2,18.5,15,22,7
2006-09-12,,0.9,17.7,15.8,19.6,3.8
2006-09-13,,0,16.9,14.8,19,4.2
2006-09-14,,0,17,13.8,20.2,6.4
2006-09-15,,0,16.6,12,21.2,9.2
2006-09-16,,1,17.2,15.2,19.2,4
2006-09-17,,16.9,17.6,15,20.2,5.2
2006-09-18,,2.5,16.9,14.2,19.6,5.4
2006-09-19,,0,17.1,14,20.2,6.2
2006-09-20,,0,18.7,12.4,25,12.6
2006-09-21,,0,19.9,13.4,26.4,13
2006-09-22,,0,20.5,14.8,26.2,11.4
2006-09-23,,49.3,,,,
2006-09-24,,20,17.7,15.2,20.2,5
2006-09-25,,0,19.6,14,25.2,11.2
2006-09-26,,0,21.6,16.8,26.4,9.6
2006-09-27,,0,18.5,13.8,23.2,9.4
2006-09-28,,0,18.5,14.2,22.8,8.6
2006-09-29,,0,19.5,14.8,24.2,9.4
2006-09-30,,4,17.3,14.8,19.8,5
2006-10-01,,0,17.8,16,19.6,3.6
2006-10-02,,0,18.4,15.6,21.2,5.6
2006-10-03,,0,18,15.6,20.4,4.8
2006-10-04,,11,19.6,15,24.2,9.2
2006-10-05,,0,21.1,16,26.2,10.2
2006-10-06,,0,21.3,16.2,26.4,10.2
2006-10-07,,1.3,,,,
2006-10-08,,0,21.1,16,26.2,10.2
2006-10-09,,0,20.55,15,26.1,11.1
2006-10-10,,34.7,21,17.8,24.2,6.4
2006-10-11,,8.2,17.3,15,19.6,4.6
2006-10-12,,12.4,17.1,15,19.2,4.2
2006-10-13,,35.5,17.2,15.4,19,3.6
2006-10-14,,4.5,16.8,15,18.6,3.6
2006-10-15,,2,18.5,15.2,21.8,6.6
2006-10-16,,2.8,,,,
2006-10-17,,0.4,18.9,14.8,23,8.2
2006-10-18,,1.7,19.7,13,26.4,13.4
2006-10-19,,13.6,20.7,14.2,27.2,13
2006-10-20,,0,19.1,14,24.2,10.2
2006-10-21,,0.5,18.7,15,22.4,7.4
2006-10-22,,0,20.8,15.2,26.4,11.2
2006-10-23,,3.6,17.1,14.2,20,5.8
2006-10-24,,0,17.9,13.2,22.6,9.4
2006-10-25,,2,19.1,14,24.2,10.2
2006-10-26,,7.2,19.8,13.2,26.4,13.2
2006-10-27,,2.4,,,,
2006-10-28,,7.2,18.2,15.8,20.6,4.8
2006-10-29,,12.7,16.7,14,19.4,5.4
2006-10-30,,11.7,17.6,15.2,20,4.8
2006-10-31,,21.5,17.6,14,21.2,7.2
2006-11-01,,3,17.2,14.8,19.6,4.8
2006-11-02,,15.1,19.4,14.2,24.6,10.4
2006-11-03,,0.7,20.5,15.4,25.6,10.2
2006-11-04,,2.7,17.8,15.2,20.4,5.2
2006-11-05,,16,17.95,16.1,19.8,3.7
2006-11-06,,4.5,18.1,13.8,22.4,8.6
2006-11-07,,38.6,17.4,15,19.8,4.8
2006-11-08,,17.5,17,14.6,19.4,4.8
2006-11-09,,0.5,18.1,14.8,21.4,6.6
2006-11-10,,0.5,18.3,15,21.6,6.6
2006-11-11,,3.1,17.5,15.4,19.6,4.2
2006-11-12,,12,16.6,15,18.2,3.2
2006-11-13,,56.5,18.3,17.2,19.4,2.2
2006-11-14,,21.6,16.3,14.2,18.4,4.2
2006-11-15,,0,16.8,14,19.6,5.6
2006-11-16,,0,17.2,14.2,20.2,6
2006-11-17,,0.5,17.2,14,20.4,6.4
2006-11-18,,4.6,18.9,14.6,23.2,8.6
2006-11-19,,0,19.1,16.8,21.4,4.6
2006-11-20,,4.5,17.7,15.2,20.2,5
2006-11-21,,3,17.2,14.2,20.2,6
2006-11-22,,1.5,18.3,15,21.6,6.6
2006-11-23,,7.4,19,12.4,25.6,13.2
2006-11-24,,14.3,17.8,15.8,19.8,4
2006-11-25,,0.2,16.3,13.6,19,5.4
2006-11-26,,7.7,,,,
2006-11-27,,1.1,18.7,15,22.4,7.4
2006-11-28,,3.6,16.3,13,19.6,6.6
2006-11-29,,3.1,18.5,15.8,21.2,5.4
2006-11-30,,0.1,18.3,14,22.6,8.6
2006-12-01,,0,17.7,14.2,21.2,7
2006-12-02,,38.7,17.7,14,21.4,7.4
2006-12-03,,0.5,17,13.8,20.2,6.4
2006-12-04,,2.8,19,14.2,23.8,9.6
2006-12-05,,6.8,18.5,15.8,21.2,5.4
2006-12-06,,21,17.9,16,19.8,3.8
2006-12-07,,0.5,17.5,15,20,5
2006-12-08,,1.2,17.5,14.8,20.2,5.4
2006-12-09,,24.6,17.8,16,19.6,3.6
2006-12-10,,0,17.4,14.4,20.4,6
2006-12-11,,1.6,17.3,14.4,20.2,5.8
2006-12-12,,0.5,18,16,20,4
2006-12-13,,1.5,17.5,14.8,20.2,5.4
2006-12-14,,6.5,17.6,15.2,20,4.8
2006-12-15,,0,19,14,24,10
2006-12-16,,2,20.1,15,25.2,10.2
2006-12-17,,1,18.8,14.3,23.3,9
2006-12-18,,24.3,16.8,14,19.6,5.6
2006-12-19,,63.5,,,,
2006-12-20,,14,17.7,15.2,20.2,5
2006-12-21,,1,17,15,19,4
2006-12-22,,18.2,19.2,15,23.4,8.4
2006-12-23,,0.5,18.1,14.2,22,7.8
2006-12-24,,0.2,18.6,15.2,22,6.8
2006-12-25,,33.5,18.1,14,22.2,8.2
2006-12-26,,3.2,,,,
2006-12-27,,11,18.5,15,22,7
2006-12-28,,0.3,18.6,15,22.2,7.2
2006-12-29,,,,,,
2006-12-30,,0,,,,
2006-12-31,,0.4,,,,
2007-01-01,,2.3,20.2,16.4,24,7.6
2007-01-02,,0,20.75,17.2,24.3,7.1
2007-01-03,,0,20.1,14.2,26,11.8
2007-01-04,,0,19.6,15.2,24,8.8
2007-01-05,,0,19.05,13.1,25,11.9
2007-01-06,,0,18.5,13,24,11
2007-01-07,,0,19.6,15.2,24,8.8
2007-01-08,,0,19.7,15,24.4,9.4
2007-01-09,,4.5,19.6,16.2,23,6.8
2007-01-10,,0,20.2,15.4,25,9.6
2007-01-11,,0,20.1,15.2,25,9.8
2007-01-12,,0,20.1,16.2,24,7.8
2007-01-13,,33,20.5,16,25,9
2007-01-14,,0,19,17,21,4
2007-01-15,,16.7,20.2,16.4,24,7.6
2007-01-16,,3.5,19.8,14.2,25.4,11.2
2007-01-17,,2,19.2,15,23.4,8.4
2007-01-18,,1,19.2,16,22.4,6.4
2007-01-19,,27,19.1,17,21.2,4.2
2007-01-20,,0.5,20.7,16.2,25.2,9
2007-01-21,,3,20.2,17,23.4,6.4
2007-01-22,,13.4,19.6,15,24.2,9.2
2007-01-23,,0,20.8,15.2,26.4,11.2
2007-01-24,,1,19.2,16,22.4,6.4
2007-01-25,,29,17.7,14.2,21.2,7
2007-01-26,,0,17.7,15.4,20,4.6
2007-01-27,,0,21.2,16.2,26.2,10
2007-01-28,,0,21.4,16,26.8,10.8
2007-01-29,,0,19.45,14.3,24.6,10.3
2007-01-30,,0,20.1,14.8,25.4,10.6
2007-01-31,,0,19,14,24,10
2007-02-01,,0,20.1,14.4,25.8,11.4
2007-02-02,,0,19.7,13,26.4,13.4
2007-02-03,,0,,,,
2007-02-04,,0,19.1,13,25.2,12.2
2007-02-05,,0,18.2,12.4,24,11.6
2007-02-06,,0,19.5,12.8,26.2,13.4
2007-02-07,,0,,,,
2007-02-08,,0.5,19.9,13.8,26,12.2
2007-02-09,,2.5,18.5,13.8,23.2,9.4
2007-02-10,,0.5,18.1,16,20.2,4.2
2007-02-11,,0,20.5,16,25,9
2007-02-12,,0,19.8,15.2,24.4,9.2
2007-02-13,,0,19.8,14.2,25.4,11.2
2007-02-14,,3.5,18.3,16.4,20.2,3.8
2007-02-15,,6,17.5,14.8,20.2,5.4
2007-02-16,,22.5,17.4,15,19.8,4.8
2007-02-17,,9.5,16.5,13,20,7
2007-02-18,,26.4,19.3,15.6,23,7.4
2007-02-19,,3.6,17.7,14.4,21,6.6
2007-02-20,,49,19.6,15,24.2,9.2
2007-02-21,,0.5,17.5,13,22,9
2007-02-22,,0,18.8,13.4,24.2,10.8
2007-02-23,,0,18,11.4,24.6,13.2
2007-02-24,,0,19.7,13.4,26,12.6
2007-02-25,,0,20.5,15.6,25.4,9.8
2007-02-26,,0,,,,
2007-02-27,,0,,,,
2007-02-28,,0,,,,
2007-03-01,,0,,,,
2007-03-02,,0,,,,
2007-03-03,,0,,,,
2007-03-04,,55.2,18.2,16.2,20.2,4
2007-03-05,,6.5,17.8,16,19.6,3.6
2007-03-06,,0,17.9,13.8,22,8.2
2007-03-07,,0.6,17.5,15,20,5
2007-03-08,,2.2,18.4,15.4,21.4,6
2007-03-09,,0,17.8,14.4,21.2,6.8
2007-03-10,,0,18.1,16,20.2,4.2
2007-03-11,,19,18.6,17.4,19.8,2.4
2007-03-12,,0.1,19.2,15,23.4,8.4
2007-03-13,,1,19.2,14.2,24.2,10
2007-03-14,,48,17.8,14.2,21.4,7.2
2007-03-15,,28,19.4,15.6,23.2,7.6
2007-03-16,,11.7,17,14.2,19.8,5.6
2007-03-17,,3.5,19.6,15,24.2,9.2
2007-03-18,,1,18.6,16,21.2,5.2
2007-03-19,,10,20.2,16.2,24.2,8
2007-03-20,,39.7,17.3,14.8,19.8,5
2007-03-21,,32,18.1,16,20.2,4.2
2007-03-22,,19.5,18,16,20,4
2007-03-23,,28.5,17.3,14.8,19.8,5
2007-03-24,,3,17.4,15,19.8,4.8
2007-03-25,,22.7,18.2,16.2,20.2,4
2007-03-26,,7.5,16.9,14,19.8,5.8
2007-03-27,,13.5,17.7,15.8,19.6,3.8
2007-03-28,,33.8,17.8,15.8,19.8,4
2007-03-29,,10,18.1,16.2,20,3.8
2007-03-30,,2.5,17.6,14,21.2,7.2
2007-03-31,,1,19.5,15.4,23.6,8.2
2007-04-01,,0.5,20.7,18,23.4,5.4
2007-04-02,,4.4,18.2,16.2,20.2,4
2007-04-03,,3.5,17.8,15.8,19.8,4
2007-04-04,,8,17.5,15.2,19.8,4.6
2007-04-05,,3.2,18.3,15.4,21.2,5.8
2007-04-06,,0,19.6,16,23.2,7.2
2007-04-07,,18,18.7,15.8,21.6,5.8
2007-04-08,,22.4,18.1,16,20.2,4.2
2007-04-09,,1,16.8,13.8,19.8,6
2007-04-10,,7.5,16.3,13,19.6,6.6
2007-04-11,,0,17.7,14.2,21.2,7
2007-04-12,,17.1,18.6,14.8,22.4,7.6
2007-04-13,,14.5,18,14.8,21.2,6.4
2007-04-14,,4.5,19.7,15.2,24.2,9
2007-04-15,,0,19.8,15.4,24.2,8.8
2007-04-16,,2,17.6,15,20.2,5.2
2007-04-17,,0,18.3,15,21.6,6.6
2007-04-18,,31.2,20.7,16.2,25.2,9
2007-04-19,,5,17.4,15,19.8,4.8
2007-04-20,,14.5,17.6,15,20.2,5.2
2007-04-21,,8,17.4,15,19.8,4.8
2007-04-22,,22,20,15.2,24.8,9.6
2007-04-23,,24.5,18.4,15.2,21.6,6.4
2007-04-24,,44,16.8,14,19.6,5.6
2007-04-25,,35.8,17.6,15,20.2,5.2
2007-04-26,,3.5,17.3,14.4,20.2,5.8
2007-04-27,,2.6,18.8,15.2,22.4,7.2
2007-04-28,,20.1,17.4,15,19.8,4.8
2007-04-29,,10,16.7,14,19.4,5.4
2007-04-30,,3.7,17.9,14.8,21,6.2
2007-05-01,,15.5,19.2,17.2,21.2,4
2007-05-02,,8.5,18.1,16,20.2,4.2
2007-05-03,,4.4,17.9,14.8,21,6.2
2007-05-04,,0,,,,
2007-05-05,,11.2,18.9,14.2,23.6,9.4
2007-05-06,,2.5,17.7,15.8,19.6,3.8
2007-05-07,,21,17.7,15.2,20.2,5
2007-05-08,,10,18.1,15,21.2,6.2
2007-05-09,,2,19.6,15,24.2,9.2
2007-05-10,,1.2,19,15.6,22.4,6.8
2007-05-11,,0,20.1,16,24.2,8.2
2007-05-12,,0,19,15.6,22.4,6.8
2007-05-13,,4.4,21.1,18,24.2,6.2
2007-05-14,,9,18.1,16,20.2,4.2
2007-05-15,,0,19.2,16,22.4,6.4
2007-05-16,,12,19.5,16,23,7
2007-05-17,,14,18.5,15.8,21.2,5.4
2007-05-18,,2,17.3,14.8,19.8,5
2007-05-19,,26,18.9,16,21.8,5.8
2007-05-20,,22,18.4,15.4,21.4,6
2007-05-21,,12,18.3,16.8,19.8,3
2007-05-22,,0,17,14,20,6
2007-05-23,,36.4,17.7,14,21.4,7.4
2007-05-24,,29.5,20,15.8,24.2,8.4
2007-05-25,,2,17.7,15,20.4,5.4
2007-05-26,,2,18.1,15.8,20.4,4.6
2007-05-27,,6,21.2,18.2,24.2,6
2007-05-28,,2.6,17.8,14.4,21.2,6.8
2007-05-29,,1,19.5,14.8,24.2,9.4
2007-05-30,,6.8,18.1,14.6,21.6,7
2007-05-31,,21.5,19.9,15.2,24.6,9.4
2007-06-01,,7.7,17.1,14.4,19.8,5.4
2007-06-02,,8.5,17,14.2,19.8,5.6
2007-06-03,,0,19.2,16,22.4,6.4
2007-06-04,,0,18.6,16,21.2,5.2
2007-06-05,,1,17.9,15.8,20,4.2
2007-06-06,,7.6,19.1,14,24.2,10.2
2007-06-07,,12,18,14.8,21.2,6.4
2007-06-08,,2.5,18.3,14,22.6,8.6
2007-06-09,,9.8,20.3,16,24.6,8.6
2007-06-10,,0,20.5,17,24,7
2007-06-11,,2,20.75,15.3,26.2,10.9
2007-06-12,,0.5,19.1,14,24.2,10.2
2007-06-13,,0.5,20,15.4,24.6,9.2
2007-06-14,,0,20.5,15.8,25.2,9.4
2007-06-15,,0,,,,
2007-06-16,,0,20.2,15.2,25.2,10
2007-06-17,,0,21.2,18.2,24.2,6
2007-06-18,,0,20.3,15,25.6,10.6
2007-06-19,,1,18.7,14,23.4,9.4
2007-06-20,,0,20.2,15.2,25.2,10
2007-06-21,,1,19.8,15,24.6,9.6
2007-06-22,,1,18.9,15.2,22.6,7.4
2007-06-23,,0.5,18.4,15.4,21.4,6
2007-06-24,,1,20.8,17.4,24.2,6.8
2007-06-25,,0,20,15.4,24.6,9.2
2007-06-26,,8,19,14.8,23.2,8.4
2007-06-27,,0,20.3,15,25.6,10.6
2007-06-28,,0,20.7,15.2,26.2,11
2007-06-29,,0,21.1,15.8,26.4,10.6
2007-06-30,,0,20.7,15,26.4,11.4
2007-07-01,,0,20.3,15.4,25.2,9.8
2007-07-02,,0,20.9,15.4,26.4,11
2007-07-03,,0,20.1,13.8,26.4,12.6
2007-07-04,,0,,,,
2007-07-05,,0,,,,
2007-07-06,,0,,,,
2007-07-07,,0.5,19.1,16,22.2,6.2
2007-07-08,,3,19.2,16,22.4,6.4
2007-07-09,,0.5,18.6,14.8,22.4,7.6
2007-07-10,,0,20.6,15,26.2,11.2
2007-07-11,,0,20.8,15.2,26.4,11.2
2007-07-12,,5.6,20,14.8,25.2,10.4
2007-07-13,,0,19.7,15.4,24,8.6
2007-07-14,,0.7,,,,
2007-07-15,,8,19,16,22,6
2007-07-16,,2.8,,,,
2007-07-17,,0,18.2,14,22.4,8.4
2007-07-18,,0,18.5,14.2,22.8,8.6
2007-07-19,,7.3,18.1,13.2,23,9.8
2007-07-20,,2.8,17.2,14.2,20.2,6
2007-07-21,,4,18.4,15.2,21.6,6.4
2007-07-22,,6.1,17.9,15,20.8,5.8
2007-07-23,,2.8,18.4,14.8,22,7.2
2007-07-24,,0,17.5,13,22,9
2007-07-25,,0,17.6,15.2,20,4.8
2007-07-26,,0.5,19.7,13,26.4,13.4
2007-07-27,,0,18.9,15.4,22.4,7
2007-07-28,,0,20.2,14,26.4,12.4
2007-07-29,,0,,,,
2007-07-30,,0,19.6,14,25.2,11.2
2007-07-31,,0,21,16.4,25.6,9.2
2007-08-01,,0,19.9,14.4,25.4,11
2007-08-02,,0,21.3,16.4,26.2,9.8
2007-08-03,,0,19.4,16.6,22.2,5.6
2007-08-04,,0.5,18.9,15.4,22.4,7
2007-08-05,,0,17.75,15.3,20.2,4.9
2007-08-06,,0.5,18.9,14,23.8,9.8
2007-08-07,,7,18.9,15.2,22.6,7.4
2007-08-08,,1,18.9,14.4,23.4,9
2007-08-09,,2.5,20.6,16,25.2,9.2
2007-08-10,,0,19.9,13.4,26.4,13
2007-08-11,,0,20.8,14.8,26.8,12
2007-08-12,,0,18.8,15,22.6,7.6
2007-08-13,,4,18,14.2,21.8,7.6
2007-08-14,,2,18.1,14,22.2,8.2
2007-08-15,,3.5,17.5,13.8,21.2,7.4
2007-08-16,,2,18.4,13.8,23,9.2
2007-08-17,,18.5,18.5,15,22,7
2007-08-18,,1.5,17.8,12.2,23.4,11.2
2007-08-19,,0,18.7,12.2,25.2,13
2007-08-20,,0.5,18.3,13.8,22.8,9
2007-08-21,,0,19.8,15,24.6,9.6
2007-08-22,,0,18.65,14,23.3,9.3
2007-08-23,,5,19.6,15,24.2,9.2
2007-08-24,,19.2,18.1,14.8,21.4,6.6
2007-08-25,,20,17.1,15,19.2,4.2
2007-08-26,,8.2,17.3,14.6,20,5.4
2007-08-27,,0,19.5,14,25,11
2007-08-28,,0,19,14.2,23.8,9.6
2007-08-29,,6.2,18,15,21,6
2007-08-30,,7,17.8,14.2,21.4,7.2
2007-08-31,,0,19.6,14.2,25,10.8
2007-09-01,,0,,,,
2007-09-02,,0,18.7,13.4,24,10.6
2007-09-03,,0,17.8,13.4,22.2,8.8
2007-09-04,,0,20.2,15.4,25,9.6
2007-09-05,,0,19.8,14.8,24.8,10
2007-09-06,,0,19.7,14.2,25.2,11
2007-09-07,,0,20,14.6,25.4,10.8
2007-09-08,,0,19.6,13.4,25.8,12.4
2007-09-09,,0,,,,
2007-09-10,,0,21.1,15.8,26.4,10.6
2007-09-11,,0,20,16.2,23.8,7.6
2007-09-12,,0,19.8,15,24.6,9.6
2007-09-13,,0,20.7,16,25.4,9.4
2007-09-14,,0.5,18.1,13.6,22.6,9
2007-09-15,,20.6,17,15,19,4
2007-09-16,,0,19.2,15.4,23,7.6
2007-09-17,,0,19.9,15.8,24,8.2
2007-09-18,,0.5,18.5,13,24,11
2007-09-19,,0,19,15.2,22.8,7.6
2007-09-20,,0,,,,
2007-09-21,,0,19.8,14.8,24.8,10
2007-09-22,,0,20.1,15,25.2,10.2
2007-09-23,,3,18.4,14.8,22,7.2
2007-09-24,,3.7,18.1,13,23.2,10.2
2007-09-25,,0.5,18.4,14.6,22.2,7.6
2007-09-26,,0,20.1,15,25.2,10.2
2007-09-27,,0,18.6,13.2,24,10.8
2007-09-28,,0,20,14,26,12
2007-09-29,,0,20.6,16.4,24.8,8.4
2007-09-30,,0,20,16.4,23.6,7.2
2007-10-01,,0,18.7,14,23.4,9.4
2007-10-02,,0,,,,
2007-10-03,,0,19.6,14.2,25,10.8
2007-10-04,,0.1,19.6,15,24.2,9.2
2007-10-05,,18.6,19.3,15,23.6,8.6
2007-10-06,,13.5,19.1,14,24.2,10.2
2007-10-07,,6.5,17.5,16,19,3
2007-10-08,,8.5,19.2,14.4,24,9.6
2007-10-09,,10,17.2,15,19.4,4.4
2007-10-10,,0,17.1,13,21.2,8.2
2007-10-11,,37.4,16.1,13,19.2,6.2
2007-10-12,,4.7,17.25,14.2,20.3,6.1
2007-10-13,,13,18.6,14.8,22.4,7.6
2007-10-14,,26,17.8,15.2,20.4,5.2
2007-10-15,,14.5,17.6,14,21.2,7.2
2007-10-16,,1.1,16.9,15,18.8,3.8
2007-10-17,,13,17.6,15,20.2,5.2
2007-10-18,,18,16.4,15,17.8,2.8
2007-10-19,,21,17.1,13.8,20.4,6.6
2007-10-20,,23.8,17.9,14.8,21,6.2
2007-10-21,,4.7,19,15,23,8
2007-10-22,,14,17.7,14.2,21.2,7
2007-10-23,,4,17.7,15.2,20.2,5
2007-10-24,,0,17.9,14,21.8,7.8
2007-10-25,,3,19.5,15,24,9
2007-10-26,,21,20.4,15.4,25.4,10
2007-10-27,,6,19.1,14,24.2,10.2
2007-10-28,,6.5,17.7,15.2,20.2,5
2007-10-29,,2.2,18.1,14,22.2,8.2
2007-10-30,,6,17.1,15.2,19,3.8
2007-10-31,,22.5,16.7,14.8,18.6,3.8
2007-11-01,,10,16.8,14.2,19.4,5.2
2007-11-02,,0.5,19.2,14.2,24.2,10
2007-11-03,,11.2,17.9,15.4,20.4,5
2007-11-04,,6.2,19.8,15,24.6,9.6
2007-11-05,,5.8,18.3,15.4,21.2,5.8
2007-11-06,,0,18.6,15.4,21.8,6.4
2007-11-07,,2.3,17.6,14.2,21,6.8
2007-11-08,,20,18,16,20,4
2007-11-09,,5.8,17.3,15,19.6,4.6
2007-11-10,,5.4,17.5,14,21,7
2007-11-11,,6.8,17.5,15,20,5
2007-11-12,,0,17,13.8,20.2,6.4
2007-11-13,,6,16.1,13.8,18.4,4.6
2007-11-14,,0,17.3,15,19.6,4.6
2007-11-15,,0,16.8,13.8,19.8,6
2007-11-16,,1,18.25,16.8,19.7,2.9
2007-11-17,,0,18.7,16,21.4,5.4
2007-11-18,,0,19,15.2,22.8,7.6
2007-11-19,,0,18.9,12.8,25,12.2
2007-11-20,,0.5,17,13,21,8
2007-11-21,,4,18.6,15.8,21.4,5.6
2007-11-22,,0.5,19.6,16.2,23,6.8
2007-11-23,,6.5,19,16,22,6
2007-11-24,,3,18,15,21,6
2007-11-25,,2.7,19.4,14.8,24,9.2
2007-11-26,,0,20.7,17.4,24,6.6
2007-11-27,,108.2,18.8,14.2,23.4,9.2
2007-11-28,,36.2,18.1,15,21.2,6.2
2007-11-29,,66.5,18.1,15,21.2,6.2
2007-11-30,,30,18.1,15,21.2,6.2
2007-12-01,,1.5,16.2,15.2,17.2,2
2007-12-02,,2.1,17.2,15,19.4,4.4
2007-12-03,,25,17.4,15,19.8,4.8
2007-12-04,,17,16.8,13.2,20.4,7.2
2007-12-05,,1.7,18.1,14.8,21.4,6.6
2007-12-06,,2.5,17.9,14.4,21.4,7
2007-12-07,,48.2,17.4,14.8,20,5.2
2007-12-08,,1,17.4,14.8,20,5.2
2007-12-09,,2.4,18.3,15.4,21.2,5.8
2007-12-10,,0,18.1,16,20.2,4.2
2007-12-11,,20.1,17.1,14.2,20,5.8
2007-12-12,,1.5,17.4,15,19.8,4.8
2007-12-13,,16,18,15.8,20.2,4.4
2007-12-14,,9.2,17.6,15.4,19.8,4.4
2007-12-15,,9.4,17,14.4,19.6,5.2
2007-12-16,,17.4,16.7,14.4,19,4.6
2007-12-17,,11,17,14.4,19.6,5.2
2007-12-18,,5.6,16.3,14,18.6,4.6
2007-12-19,,22.5,15.6,15,16.2,1.2
2007-12-20,,1,15.9,15,16.8,1.8
2007-12-21,,7.6,16.3,15.2,17.4,2.2
2007-12-22,,6.6,17.5,14.8,20.2,5.4
2007-12-23,,2.4,17.6,15.4,19.8,4.4
2007-12-24,,0,18.5,15.8,21.2,5.4
2007-12-25,,1.8,17.6,15,20.2,5.2
2007-12-26,,1.6,16.8,15.8,17.8,2
2007-12-27,,10,17.5,15,20,5
2007-12-28,,0,17.8,15.4,20.2,4.8
2007-12-29,,7.3,18.5,14,23,9
2007-12-30,,0,17.6,13,22.2,9.2
2007-12-31,,0.4,17.75,13.2,22.3,9.1
2008-01-01,,2.2,18.4,14.4,22.4,8
2008-01-02,,22.5,18.65,15,22.3,7.3
2008-01-03,,0.5,17.3,15.4,19.2,3.8
2008-01-04,,0,18.5,14,23,9
2008-01-05,,0,19.5,15,24,9
2008-01-06,,0,19.1,16.2,22,5.8
2008-01-07,,0,18.5,15,22,7
2008-01-08,,64.4,17.5,13,22,9
2008-01-09,,7.6,14.6,14,15.2,1.2
2008-01-10,,9.2,18,13,23,10
2008-01-11,,0,18.3,15.4,21.2,5.8
2008-01-12,,0,19.1,15.2,23,7.8
2008-01-13,,0,18.05,15,21.1,6.1
2008-01-14,,0,18.2,15.4,21,5.6
2008-01-15,,9,18.15,13.3,23,9.7
2008-01-16,,6.6,16.7,15.1,18.3,3.2
2008-01-17,,0,16.9,13.4,20.4,7
2008-01-18,,0,18.6,14.8,22.4,7.6
2008-01-19,,0,18.2,13,23.4,10.4
2008-01-20,,16.5,17.1,13.8,20.4,6.6
2008-01-21,,0,17.7,14,21.4,7.4
2008-01-22,,4,18.4,14.4,22.4,8
2008-01-23,,5.4,17.3,12.2,22.4,10.2
2008-01-24,,14.5,17.7,13,22.4,9.4
2008-01-25,,4.4,19.7,16.2,23.2,7
2008-01-26,,16.6,19.1,15.8,22.4,6.6
2008-01-27,,52.5,18.1,16,20.2,4.2
2008-01-28,,15.5,,,,
2008-01-29,,46,16.9,15,18.8,3.8
2008-01-30,,19.2,16.8,14.6,19,4.4
