Fecha,BrilloSolar,Precipitacion,temperaturaMedia,temperaturaMinima,temperaturaMaxima,AmplitudTermica
2012-11-24,,0,19.3,14.4,24.2,9.8
2012-11-25,,13,19.2,14.4,24,9.6
2012-11-26,,0,17.6,14.2,21,6.8
2012-11-27,,5,19.6,15.6,23.6,8
2012-11-28,,21.2,18,16,20,4
2012-11-29,,29.8,17.9,15.6,20.2,4.6
2012-11-30,,15.4,18,14.8,21.2,6.4
2012-12-01,,3.5,18,16,20,4
2012-12-02,,18.2,18.6,15.6,21.6,6
2012-12-03,,8.7,18.5,14.8,22.2,7.4
2012-12-04,,17.8,18.3,15.6,21,5.4
2012-12-05,,1.8,19,16,22,6
2012-12-06,,0,18.6,15,22.2,7.2
2012-12-07,,0,18.4,15,21.8,6.8
2012-12-08,,0,19,15.4,22.6,7.2
2012-12-09,,0,20.8,16,25.6,9.6
2012-12-10,,0,20.3,16.4,24.2,7.8
2012-12-11,,2,19.2,14.4,24,9.6
2012-12-12,,48.8,18.7,15.4,22,6.6
2012-12-13,,9.7,17.6,15.4,19.8,4.4
2012-12-14,,0,16.8,15.6,18,2.4
2012-12-15,,8.6,19.4,15.4,23.4,8
2012-12-16,,38.2,19.6,16.8,22.4,5.6
2012-12-17,,21,19.1,16.2,22,5.8
2012-12-18,,1,18.8,14.8,22.8,8
2012-12-19,,1.5,18.1,15.2,21,5.8
2012-12-20,,0,18.2,14.8,21.6,6.8
2012-12-21,,7,17.6,15,20.2,5.2
2012-12-22,,0.5,17.8,14.2,21.4,7.2
2012-12-23,,0,17.15,14,20.3,6.3
2012-12-24,,62,18.6,15.1,22.1,7
2012-12-25,,2,17.1,13,21.2,8.2
2012-12-26,,0.1,17.85,14.3,21.4,7.1
2012-12-27,,0,19.9,15.6,24.2,8.6
2012-12-28,,0,19.5,14.6,24.4,9.8
2012-12-29,,3,19.2,14.6,23.8,9.2
2012-12-30,,1,19.1,15.8,22.4,6.6
2012-12-31,,0,17.2,12.4,22,9.6
2013-01-01,,0,17.9,13.6,22.2,8.6
2013-01-02,,0,19.3,14,24.6,10.6
2013-01-03,,2,19,15,23,8
2013-01-04,,0,19.6,16,23.2,7.2
2013-01-05,,0,19.6,16.6,22.6,6
2013-01-06,,0,18.4,14,22.8,8.8
2013-01-07,,0,19.1,14.2,24,9.8
2013-01-08,,0,20.1,14.8,25.4,10.6
2013-01-09,,0,20.3,14.8,25.8,11
2013-01-10,,0,22.3,16.8,27.8,11
2013-01-11,,0,19.1,13.8,24.4,10.6
2013-01-12,,0,16.9,14.4,19.4,5
2013-01-13,,57.5,19.8,15.2,24.4,9.2
2013-01-14,,3,18.6,15.8,21.4,5.6
2013-01-15,,6.7,18.4,16.2,20.6,4.4
2013-01-16,,3,19,15.8,22.2,6.4
2013-01-17,,28.6,20.3,16,24.6,8.6
2013-01-18,,10,17.5,16.4,18.6,2.2
2013-01-19,,0,19.9,15.6,24.2,8.6
2013-01-20,,0.3,19.1,14.2,24,9.8
2013-01-21,,0,20.4,16,24.8,8.8
2013-01-22,,0,21.1,16.2,26,9.8
2013-01-23,,48.6,20.3,16,24.6,8.6
2013-01-24,,3,18.5,16.4,20.6,4.2
2013-01-25,,0.5,17.9,13.8,22,8.2
2013-01-26,,0.7,20.4,16.8,24,7.2
2013-01-27,,0,19.4,15.2,23.6,8.4
2013-01-28,,0,19.2,15.4,23,7.6
2013-01-29,,0,20.4,15.4,25.4,10
2013-01-30,,0,20.6,16.4,24.8,8.4
2013-01-31,,0,19.6,14.4,24.8,10.4
2013-02-01,,13.3,20.8,17,24.6,7.6
2013-02-02,,9.4,18.2,16.4,20,3.6
2013-02-03,,19.7,18.5,14.8,22.2,7.4
2013-02-04,,18.5,16.8,14.6,19,4.4
2013-02-05,,6,16.2,15,17.4,2.4
2013-02-06,,4.3,18,15,21,6
2013-02-07,,16,19.1,16.2,22,5.8
2013-02-08,,24.5,16.6,16,17.2,1.2
2013-02-09,,3.6,16,15,17,2
2013-02-10,,13.5,17.8,13.8,21.8,8
2013-02-11,,6,18.2,14.4,22,7.6
2013-02-12,,23.6,16,14.8,17.2,2.4
2013-02-13,,108,18.2,14.2,22.2,8
2013-02-14,,25.5,17.9,14.6,21.2,6.6
2013-02-15,,0,18.2,14.4,22,7.6
2013-02-16,,7.5,16,13.4,18.6,5.2
2013-02-17,,12.6,18,15.2,20.8,5.6
2013-02-18,,0.5,16.8,14.8,18.8,4
2013-02-19,,0,17.9,15,20.8,5.8
2013-02-20,,0,18.6,14.4,22.8,8.4
2013-02-21,,0.9,19.8,16.8,22.8,6
2013-02-22,,0.5,19.3,16.6,22,5.4
2013-02-23,,0,20.6,16.2,25,8.8
2013-02-24,,15.3,20.7,16.6,24.8,8.2
2013-02-25,,0.1,18.4,14.2,22.6,8.4
2013-02-26,,0,17.9,14.6,21.2,6.6
2013-02-27,,0,18.2,14.6,21.8,7.2
2013-02-28,,0,19.9,17,22.8,5.8
2013-03-01,,3.5,19.1,17,21.2,4.2
2013-03-02,,0.2,18.4,15.2,21.6,6.4
2013-03-03,,0,19.4,16.4,22.4,6
2013-03-04,,0,18.7,15.2,22.2,7
2013-03-05,,0,21,16.8,25.2,8.4
2013-03-06,,3.6,19.8,14.8,24.8,10
2013-03-07,,2.2,20.1,16.2,24,7.8
2013-03-08,,0,20.2,16.4,24,7.6
2013-03-09,,3,19.8,17.4,22.2,4.8
2013-03-10,,0,19.5,14.8,24.2,9.4
2013-03-11,,0.7,20.2,15.8,24.6,8.8
2013-03-12,,0.9,18.3,15.4,21.2,5.8
2013-03-13,,13.1,19.5,16.8,22.2,5.4
2013-03-14,,33,19.1,16.2,22,5.8
2013-03-15,,5.7,17.6,16.8,18.4,1.6
2013-03-16,,3.8,19.4,14.2,24.6,10.4
2013-03-17,,44.3,18.1,15.4,20.8,5.4
2013-03-18,,26.7,18.3,15.2,21.4,6.2
2013-03-19,,6.8,18.3,14.2,22.4,8.2
2013-03-20,,12.4,18.8,16,21.6,5.6
2013-03-21,,2,16.6,15,18.2,3.2
2013-03-22,,14.2,17.5,14,21,7
2013-03-23,,13,18.2,14.4,22,7.6
2013-03-24,,8,19.1,14.2,24,9.8
2013-03-25,,0.8,18.4,14.2,22.6,8.4
2013-03-26,,14.3,18.7,15.2,22.2,7
2013-03-27,,1.7,19.7,15.8,23.6,7.8
2013-03-28,,0,18.9,15.2,22.6,7.4
2013-03-29,,0,19,14,24,10
2013-03-30,,0,20,16.4,23.6,7.2
2013-03-31,,0,20.6,15.2,26,10.8
2013-04-01,,0,21.8,18,25.6,7.6
2013-04-02,,21.1,17.9,16,19.8,3.8
2013-04-03,,0,17.6,13.4,21.8,8.4
2013-04-04,,0,18.6,15.4,21.8,6.4
2013-04-05,,0,18.9,15.2,22.6,7.4
2013-04-06,,2.7,18.1,14.8,21.4,6.6
2013-04-07,,0,20.1,16.2,24,7.8
2013-04-08,,0,19.6,16.4,22.8,6.4
2013-04-09,,0,19.7,15.4,24,8.6
2013-04-10,,0,19.4,15.2,23.6,8.4
2013-04-11,,45.3,20,15.6,24.4,8.8
2013-04-12,,0,20,15.4,24.6,9.2
2013-04-13,,0.5,21.2,17.8,24.6,6.8
2013-04-14,,0,19.6,17.2,22,4.8
2013-04-15,,0,20.6,17.2,24,6.8
2013-04-16,,0,20.9,16.8,25,8.2
2013-04-17,,34.4,20.6,15.8,25.4,9.6
2013-04-18,,58.5,17.4,14.6,20.2,5.6
2013-04-19,,20.5,17.3,14.2,20.4,6.2
2013-04-20,,6.5,17.2,15.4,19,3.6
2013-04-21,,16.8,17.5,15,20,5
2013-04-22,,0,18.3,15.8,20.8,5
2013-04-23,,7.7,17,15,19,4
2013-04-24,,0,21.3,17.4,25.2,7.8
2013-04-25,,0,19.8,14.2,25.4,11.2
2013-04-26,,23.2,19.9,14.8,25,10.2
2013-04-27,,30.7,20.3,16.2,24.4,8.2
2013-04-28,,0.5,18.9,15.8,22,6.2
2013-04-29,,0.3,16.7,13.2,20.2,7
2013-04-30,,0,19.7,15.2,24.2,9
2013-05-01,,12.2,17.3,15.4,19.2,3.8
2013-05-02,,9.1,16,15.6,16.4,0.799999999999999
2013-05-03,,0,17.5,14.2,20.8,6.6
2013-05-04,,35.9,,,,
2013-05-05,,8.3,,,,
2013-05-06,,0.5,17.5,14.8,20.2,5.4
2013-05-07,,11.5,16.6,15,18.2,3.2
2013-05-08,,1.5,18.2,14.2,22.2,8
2013-05-09,,2,18.1,15,21.2,6.2
2013-05-10,,0,17.9,14,21.8,7.8
2013-05-11,,11,18.6,15.2,22,6.8
2013-05-12,,0,18.1,14.6,21.6,7
2013-05-13,,3.5,19.1,16,22.2,6.2
2013-05-14,,0.4,19.7,17,22.4,5.4
2013-05-15,,2.2,17.8,15.8,19.8,4
2013-05-16,,0.3,,,,
2013-05-17,,4.5,,,,
2013-05-18,,0.3,19.5,14.6,24.4,9.8
2013-05-19,,0,20.6,17.2,24,6.8
2013-05-20,,8.2,20,16,24,8
2013-05-21,,44.4,17.3,15.2,19.4,4.2
2013-05-22,,24.4,17.4,14.8,20,5.2
2013-05-23,,8,16.9,14.8,19,4.2
2013-05-24,,2.8,18.7,15.2,22.2,7
2013-05-25,,1.5,19.2,15.6,22.8,7.2
2013-05-26,,1,17.2,16.4,18,1.6
2013-05-27,,2.3,17.3,14.4,20.2,5.8
2013-05-28,,12.7,18.3,14.2,22.4,8.2
2013-05-29,,0.6,18.2,14.8,21.6,6.8
2013-05-30,,8.9,19.2,15.4,23,7.6
2013-05-31,,9.8,17,15.2,18.8,3.6
2013-06-01,,5.4,17.9,13.2,22.6,9.4
2013-06-02,,0,18.8,13.4,24.2,10.8
2013-06-03,,0,20.2,16,24.4,8.4
2013-06-04,,0,19.7,14.6,24.8,10.2
2013-06-05,,0,19.8,15.6,24,8.4
2013-06-06,,0.4,19,15.4,22.6,7.2
2013-06-07,,0,19.6,15,24.2,9.2
2013-06-08,,0,20.5,16.6,24.4,7.8
2013-06-09,,0,20.8,15.6,26,10.4
2013-06-10,,0,,,,
2013-06-11,,2.4,18.9,16.2,21.6,5.4
2013-06-12,,0,19.4,16,22.8,6.8
2013-06-13,,0,20.1,14.2,26,11.8
2013-06-14,,2.7,18.9,16,21.8,5.8
2013-06-15,,0,19.3,14,24.6,10.6
2013-06-16,,0,20.2,15.6,24.8,9.2
2013-06-17,,4,19.3,13.8,24.8,11
2013-06-18,,0,18.4,14.2,22.6,8.4
2013-06-19,,0,19,15.2,22.8,7.6
2013-06-20,,0,20.1,15.8,24.4,8.6
2013-06-21,,0,20.9,15.8,26,10.2
2013-06-22,,0,18.6,13.4,23.8,10.4
2013-06-23,,0,19.5,14.8,24.2,9.4
2013-06-24,,0,19.3,15.2,23.4,8.2
2013-06-25,,0,19.8,16.2,23.4,7.2
2013-06-26,,0,20.2,14.6,25.8,11.2
2013-06-27,,3,20.5,16,25,9
2013-06-28,,16,19.3,16,22.6,6.6
2013-06-29,,13.2,17.5,12.6,22.4,9.8
2013-06-30,,7.4,17.2,14.8,19.6,4.8
2013-07-01,,4.2,18,14,22,8
2013-07-02,,1,16.8,12.4,21.2,8.8
2013-07-03,,0,17,13.6,20.4,6.8
2013-07-04,,4.8,18.2,13.2,23.2,10
2013-07-05,,11.4,18.2,14.4,22,7.6
2013-07-06,,0,,,,
2013-07-07,,0,17.8,14.2,21.4,7.2
2013-07-08,,0.6,19.4,15.6,23.2,7.6
2013-07-09,,0,18.8,14.8,22.8,8
2013-07-10,,0,19.3,16.2,22.4,6.2
2013-07-11,,0,18.1,14.6,21.6,7
2013-07-12,,8.1,19.2,14.8,23.6,8.8
2013-07-13,,0,19,14.8,23.2,8.4
2013-07-14,,0,20.1,15.2,25,9.8
2013-07-15,,0,19.4,14,24.8,10.8
2013-07-16,,0.1,,,,
2013-07-17,,0.4,19.8,16,23.6,7.6
2013-07-18,,0,19.5,14.8,24.2,9.4
2013-07-19,,0,17.4,14.8,20,5.2
2013-07-20,,0,19.1,15.4,22.8,7.4
2013-07-21,,0,19.9,15.6,24.2,8.6
2013-07-22,,0,19.5,14.2,24.8,10.6
2013-07-23,,0,19.3,16.2,22.4,6.2
2013-07-24,,0,19.9,13.8,26,12.2
2013-07-25,,0,21.9,17.6,26.2,8.6
2013-07-26,,0,20.5,15.2,25.8,10.6
2013-07-27,,0,20.5,14.4,26.6,12.2
2013-07-28,,0,,,,
2013-07-29,,0,,,,
2013-07-30,,0,20.3,17.2,23.4,6.2
2013-07-31,,0,20.2,16,24.4,8.4
2013-08-01,,0.5,19,14.4,23.6,9.2
2013-08-02,,0,19.7,13.6,25.8,12.2
2013-08-03,,0,21.2,16.6,25.8,9.2
2013-08-04,,0,20,16,24,8
2013-08-05,,0,20.2,16.4,24,7.6
2013-08-06,,0.2,21.9,18.4,25.4,7
2013-08-07,,13.6,19,16.2,21.8,5.6
2013-08-08,,11.2,17.9,16,19.8,3.8
2013-08-09,,0.5,18.6,15.2,22,6.8
2013-08-10,,0.2,17.9,15.2,20.6,5.4
2013-08-11,,14.5,17.2,14.2,20.2,6
2013-08-12,,0.1,17.7,13.2,22.2,9
2013-08-13,,0,18.8,15,22.6,7.6
2013-08-14,,0,19.6,15.4,23.8,8.4
2013-08-15,,0,18.9,15.8,22,6.2
2013-08-16,,0,19.5,15,24,9
2013-08-17,,0,19.4,15.4,23.4,8
2013-08-18,,10.3,19.3,14.8,23.8,9
2013-08-19,,0.2,17.8,12.8,22.8,10
2013-08-20,,0,19.4,15.2,23.6,8.4
2013-08-21,,0,19.1,14,24.2,10.2
2013-08-22,,0,20.4,15.2,25.6,10.4
2013-08-23,,1.3,19.3,14.2,24.4,10.2
2013-08-24,,0,17.1,14.8,19.4,4.6
2013-08-25,,3,18.6,14.2,23,8.8
2013-08-26,,0,18.2,15.4,21,5.6
2013-08-27,,0,18.1,14,22.2,8.2
2013-08-28,,0,18.5,13.8,23.2,9.4
2013-08-29,,0,19.2,16.4,22,5.6
2013-08-30,,0,19.3,15.6,23,7.4
2013-08-31,,0,19.7,17,22.4,5.4
2013-09-01,,0,20.4,16.8,24,7.2
2013-09-02,,0,18.3,13.2,23.4,10.2
2013-09-03,,7,19.6,16,23.2,7.2
2013-09-04,,0.4,18.3,14.4,22.2,7.8
2013-09-05,,0,19.6,14.2,25,10.8
2013-09-06,,0.5,17.8,16.2,19.4,3.2
2013-09-07,,0,19.3,14,24.6,10.6
2013-09-08,,0,20.4,16,24.8,8.8
2013-09-09,,1.8,17,14.2,19.8,5.6
2013-09-10,,3.6,19.5,15.4,23.6,8.2
2013-09-11,,0,18.5,15,22,7
2013-09-12,,0,18.5,15.8,21.2,5.4
2013-09-13,,0,19.4,14.2,24.6,10.4
2013-09-14,,9.7,20.7,15,26.4,11.4
2013-09-15,,0,17.5,15,20,5
2013-09-16,,0,20.1,14.2,26,11.8
2013-09-17,,7.1,17.9,15.8,20,4.2
2013-09-18,,0.7,19.5,14.8,24.2,9.4
2013-09-19,,0,19.1,16,22.2,6.2
2013-09-20,,0,20,16.2,23.8,7.6
2013-09-21,,0,21.2,18.4,24,5.6
2013-09-22,,0,22.6,17.4,27.8,10.4
2013-09-23,,0,22.2,16.4,28,11.6
2013-09-24,,0,22.7,17.2,28.2,11
2013-09-25,,0,22.4,18.6,26.2,7.6
2013-09-26,,0,19.9,14.8,25,10.2
2013-09-27,,4.5,17,16.8,17.2,0.399999999999999
2013-09-28,,7,20,16.6,23.4,6.8
2013-09-29,,4.2,17.7,14.2,21.2,7
2013-09-30,,0,18.3,15.2,21.4,6.2
2013-10-01,,0.6,19.7,14.6,24.8,10.2
2013-10-02,,2.1,21,17,25,8
2013-10-03,,1,19.5,16.6,22.4,5.8
2013-10-04,,0,19.7,15.4,24,8.6
2013-10-05,,0,22.1,16.4,27.8,11.4
2013-10-06,,0,18.5,15.8,21.2,5.4
2013-10-07,,0,19.7,13.2,26.2,13
2013-10-08,,0,19,14.4,23.6,9.2
2013-10-09,,0,20.8,16.4,25.2,8.8
2013-10-10,,34.5,18.5,16,21,5
2013-10-11,,0.5,19.9,17.2,22.6,5.4
2013-10-12,,0.4,19.9,15.8,24,8.2
2013-10-13,,4.7,17.8,15.6,20,4.4
2013-10-14,,2.2,17.6,15.4,19.8,4.4
2013-10-15,,1.5,17.5,15.4,19.6,4.2
2013-10-16,,15,16.8,15.4,18.2,2.8
2013-10-17,,1.3,17.6,14.2,21,6.8
2013-10-18,,0.6,19.7,15.6,23.8,8.2
2013-10-19,,0,20.4,15.8,25,9.2
2013-10-20,,0,20,15.8,24.2,8.4
2013-10-21,,4.2,18,15.4,20.6,5.2
2013-10-22,,27.6,18.2,15.4,21,5.6
2013-10-23,,0,17.9,14.2,21.6,7.4
2013-10-24,,0,,,,
2013-10-25,,0,,,,
2013-10-26,,0,18.7,14.6,22.8,8.2
2013-10-27,,0,20.1,14.8,25.4,10.6
2013-10-28,,0,19.7,13.6,25.8,12.2
2013-10-29,,3.5,17,16.2,17.8,1.6
2013-10-30,,8.5,18,15,21,6
2013-10-31,,5,16.6,15.2,18,2.8
2013-11-01,,1.5,17,14.2,19.8,5.6
2013-11-02,,19.5,17.1,14.4,19.8,5.4
2013-11-03,,13.5,17.9,14.2,21.6,7.4
2013-11-04,,26,16.4,14.8,18,3.2
2013-11-05,,7.5,17.5,14.4,20.6,6.2
2013-11-06,,0,15.5,12.6,18.4,5.8
2013-11-07,,22,,,,
2013-11-08,,11,18.9,14.8,23,8.2
2013-11-09,,8,19,14.8,23.2,8.4
2013-11-10,,2,17.6,13.4,21.8,8.4
2013-11-11,,0,,,,
2013-11-12,,0,19,14.4,23.6,9.2
2013-11-13,,0,18.3,15.2,21.4,6.2
2013-11-14,,26,18.1,15.2,21,5.8
2013-11-15,,0,19.3,16.2,22.4,6.2
2013-11-16,,2,19.6,15.6,23.6,8
2013-11-17,,20,18.6,14.6,22.6,8
2013-11-18,,25.2,17.5,15,20,5
2013-11-19,,0,18.3,15.4,21.2,5.8
2013-11-20,,3,17.7,15.4,20,4.6
2013-11-21,,38,17.1,13,21.2,8.2
2013-11-22,,6,16.6,13,20.2,7.2
2013-11-23,,9,17.5,15.2,19.8,4.6
2013-11-24,,14,17.3,15.2,19.4,4.2
2013-11-25,,5,17,14,20,6
2013-11-26,,64.5,17.8,15.2,20.4,5.2
2013-11-27,,33,18.3,14.6,22,7.4
2013-11-28,,0,17.1,14.8,19.4,4.6
2013-11-29,,6.5,17.5,14.8,20.2,5.4
2013-11-30,,2,18.5,15.8,21.2,5.4
2013-12-01,,70,18.1,14.2,22,7.8
2013-12-02,,44,18.1,15,21.2,6.2
2013-12-03,,0.2,17.6,15.2,20,4.8
2013-12-04,,0,18.5,15,22,7
2013-12-05,,13,17.8,15.6,20,4.4
2013-12-06,,20,18.7,16.2,21.2,5
2013-12-07,,27.3,18.1,14.2,22,7.8
2013-12-08,,4.4,17.8,15.2,20.4,5.2
2013-12-09,,19,17.8,14.8,20.8,6
2013-12-10,,0.5,17.5,14.8,20.2,5.4
2013-12-11,,0,20,15.6,24.4,8.8
2013-12-12,,3.4,19.4,15,23.8,8.8
2013-12-13,,11.2,19.5,16.4,22.6,6.2
2013-12-14,,0.5,19.6,15.2,24,8.8
2013-12-15,,0,19.9,15.8,24,8.2
2013-12-16,,4.5,20.5,17,24,7
2013-12-17,,24.8,17.3,15.8,18.8,3
2013-12-18,,16,17.4,16.4,18.4,2
2013-12-19,,0,20.2,17.4,23,5.6
2013-12-20,,4,18.2,15.6,20.8,5.2
2013-12-21,,21.5,18,16.2,19.8,3.6
2013-12-22,,35.5,18.7,16,21.4,5.4
2013-12-23,,1,17.5,15.8,19.2,3.4
2013-12-24,,6,18.2,15.4,21,5.6
2013-12-25,,3,19,15.6,22.4,6.8
2013-12-26,,0.5,17.5,13.8,21.2,7.4
2013-12-27,,0,19.1,14,24.2,10.2
2013-12-28,,0,20.5,14.4,26.6,12.2
2013-12-29,,0,20.1,14.2,26,11.8
2013-12-30,,2,19.1,13.6,24.6,11
2013-12-31,,4.5,18.9,13.8,24,10.2
2014-01-01,,0,20.3,16.8,23.8,7
2014-01-02,,0,19.6,15,24.2,9.2
2014-01-03,,0,18.2,14.4,22,7.6
2014-01-04,,0,19.5,15.2,23.8,8.6
2014-01-05,,14,19.2,16.6,21.8,5.2
2014-01-06,,28.5,17.6,16,19.2,3.2
2014-01-07,,8.3,17.2,14.4,20,5.6
2014-01-08,,55,17.5,14.4,20.6,6.2
2014-01-09,,6.5,18.2,15.2,21.2,6
2014-01-10,,26.7,17.2,15.6,18.8,3.2
2014-01-11,,0.5,17.5,13.8,21.2,7.4
2014-01-12,,0.5,19,15,23,8
2014-01-13,,0,18.2,12.8,23.6,10.8
2014-01-14,,0,18.1,12.8,23.4,10.6
2014-01-15,,0,19.6,15.6,23.6,8
2014-01-16,,0.6,19.8,16,23.6,7.6
2014-01-17,,0.4,18.9,14.2,23.6,9.4
2014-01-18,,0,19.9,15.8,24,8.2
2014-01-19,,0,19.8,17,22.6,5.6
2014-01-20,,8.3,18.8,13.8,23.8,10
2014-01-21,,31,19.2,15.8,22.6,6.8
2014-01-22,,2.9,19.1,15.4,22.8,7.4
2014-01-23,,0,20.3,15.6,25,9.4
2014-01-24,,0,18.8,12.6,25,12.4
2014-01-25,,22.5,19.2,14.6,23.8,9.2
2014-01-26,,3.3,17.2,15.4,19,3.6
2014-01-27,,31,17.4,12.2,22.6,10.4
2014-01-28,,27.1,18.3,15,21.6,6.6
2014-01-29,,34.6,19.5,15.6,23.4,7.8
2014-01-30,,23.8,17.2,15.8,18.6,2.8
2014-01-31,,0,19.1,15,23.2,8.2
2014-02-01,,8,19.9,14.8,25,10.2
2014-02-02,,9.8,17.9,15.8,20,4.2
2014-02-03,,0,18.9,15.2,22.6,7.4
2014-02-04,,18.5,19.2,14.6,23.8,9.2
2014-02-05,,2.7,18.3,15.4,21.2,5.8
2014-02-06,,0,17,12.8,21.2,8.4
2014-02-07,,0.4,18,14,22,8
2014-02-08,,0.3,18.6,16.4,20.8,4.4
2014-02-09,,19.5,17.8,12.2,23.4,11.2
2014-02-10,,0,20.4,15.8,25,9.2
2014-02-11,,0,18.4,15,21.8,6.8
2014-02-12,,0,19.5,15.4,23.6,8.2
2014-02-13,,24.7,20,15,25,10
2014-02-14,,5.5,18.9,14.6,23.2,8.6
2014-02-15,,1.7,20.1,16,24.2,8.2
2014-02-16,,17,18.7,15.6,21.8,6.2
2014-02-17,,0,18.4,14.8,22,7.2
2014-02-18,,0.5,18.7,15.8,21.6,5.8
2014-02-19,,17.3,18.3,13.8,22.8,9
2014-02-20,,1.2,18.6,16.2,21,4.8
2014-02-21,,12.1,18,16,20,4
2014-02-22,,41,18.3,15.4,21.2,5.8
2014-02-23,,4.8,18.7,14.8,22.6,7.8
2014-02-24,,0,18.4,16.6,20.2,3.6
2014-02-25,,8.5,18.8,14.4,23.2,8.8
2014-02-26,,1.2,19.5,16.2,22.8,6.6
2014-02-27,,2.5,18.1,16.2,20,3.8
2014-02-28,,18,17.4,14.6,20.2,5.6
2014-03-01,,8.3,19.5,14.4,24.6,10.2
2014-03-02,,47,18.9,15.2,22.6,7.4
2014-03-03,,2,17.8,15.2,20.4,5.2
2014-03-04,,51.5,17.8,15.4,20.2,4.8
2014-03-05,,7.6,17.9,15.8,20,4.2
2014-03-06,,4.2,17.3,14.4,20.2,5.8
2014-03-07,,6.1,16.6,15,18.2,3.2
2014-03-08,,36.1,18.1,15.6,20.6,5
2014-03-09,,4.2,16.2,15.2,17.2,2
2014-03-10,,1.6,18.1,14.2,22,7.8
2014-03-11,,8.5,18,15.2,20.8,5.6
2014-03-12,,2.4,18.1,16.2,20,3.8
2014-03-13,,1.4,19.4,15.6,23.2,7.6
2014-03-14,,0.4,19.4,16.2,22.6,6.4
2014-03-15,,3.6,,,,
2014-03-16,,4.8,19.8,15.8,23.8,8
2014-03-17,,18.7,19.1,16.2,22,5.8
2014-03-18,,11.1,19.9,15.6,24.2,8.6
2014-03-19,,0,19.3,15.4,23.2,7.8
2014-03-20,,1.5,19.7,16.4,23,6.6
2014-03-21,,3.3,18.3,15,21.6,6.6
2014-03-22,,0,19,15,23,8
2014-03-23,,0,18.1,16,20.2,4.2
2014-03-24,,7,18.7,17.4,20,2.6
2014-03-25,,19.6,18.6,16.2,21,4.8
2014-03-26,,7.3,17.5,16.6,18.4,1.8
2014-03-27,,0,19,13.8,24.2,10.4
2014-03-28,,16,20.9,15.6,26.2,10.6
2014-03-29,,0,20.3,15.8,24.8,9
2014-03-30,,36.4,17.8,14.6,21,6.4
2014-03-31,,0.2,19.3,14,24.6,10.6
2014-04-01,,0,20.8,14.8,26.8,12
2014-04-02,,0,20.7,15.4,26,10.6
2014-04-03,,5.2,17,16.4,17.6,1.2
2014-04-04,,20.4,20.2,15.6,24.8,9.2
2014-04-05,,0.2,18,13.4,22.6,9.2
2014-04-06,,0,21.3,16.4,26.2,9.8
2014-04-07,,0.1,18.7,16.8,20.6,3.8
2014-04-08,,0.5,18.1,15.6,20.6,5
2014-04-09,,2,17.5,15.4,19.6,4.2
2014-04-10,,0,20,15.2,24.8,9.6
2014-04-11,,0,22.8,18.4,27.2,8.8
2014-04-12,,0,19.5,15.8,23.2,7.4
2014-04-13,,0,19.9,14.8,25,10.2
2014-04-14,,0,20.2,18.2,22.2,4
2014-04-15,,6.5,17.7,16.2,19.2,3
2014-04-16,,5.7,19.2,15.4,23,7.6
2014-04-17,,0,20.9,16.8,25,8.2
2014-04-18,,3.9,18.9,15.2,22.6,7.4
2014-04-19,,9,17.4,14.4,20.4,6
2014-04-20,,0,19.6,15.2,24,8.8
2014-04-21,,2.9,20.6,17.2,24,6.8
2014-04-22,,3.2,19.5,16.4,22.6,6.2
2014-04-23,,15.4,17.4,15.8,19,3.2
2014-04-24,,2.3,16.4,14.8,18,3.2
2014-04-25,,3.2,17.7,14,21.4,7.4
2014-04-26,,5.5,19.3,16,22.6,6.6
2014-04-27,,0,19.9,16.4,23.4,7
2014-04-28,,19.3,20.5,16.8,24.2,7.4
2014-04-29,,0,18.8,15.6,22,6.4
2014-04-30,,4.6,17.8,16.4,19.2,2.8
2014-05-01,,4.3,19.5,16.2,22.8,6.6
2014-05-02,,5.3,17.6,13.4,21.8,8.4
2014-05-03,,0.5,19,15.6,22.4,6.8
2014-05-04,,23.6,18.5,17,20,3
2014-05-05,,8,18.9,13.6,24.2,10.6
2014-05-06,,22,17.8,16.8,18.8,2
2014-05-07,,1,17.6,16.2,19,2.8
2014-05-08,,49,17.2,16.2,18.2,2
2014-05-09,,3.8,17.4,16,18.8,2.8
2014-05-10,,53.5,17.5,15.2,19.8,4.6
2014-05-11,,15.2,17.7,16.4,19,2.6
2014-05-12,,0,18.3,15.2,21.4,6.2
2014-05-13,,0,20.6,15.8,25.4,9.6
2014-05-14,,9.2,19.1,16.4,21.8,5.4
2014-05-15,,2.5,19.8,15.6,24,8.4
2014-05-16,,0,18.6,16.4,20.8,4.4
2014-05-17,,4.3,18.2,14.4,22,7.6
2014-05-18,,0.6,19.9,17.4,22.4,5
2014-05-19,,0.7,18.7,14.8,22.6,7.8
2014-05-20,,0,18.6,17.4,19.8,2.4
2014-05-21,,15.4,17.9,15.8,20,4.2
2014-05-22,,7.2,19.4,15.2,23.6,8.4
2014-05-23,,1.2,18.9,13.6,24.2,10.6
2014-05-24,,0,19.1,15.2,23,7.8
2014-05-25,,0.4,19.7,15.4,24,8.6
2014-05-26,,0.2,17.7,14.8,20.6,5.8
2014-05-27,,0,18.4,16.8,20,3.2
2014-05-28,,0,19,15.8,22.2,6.4
2014-05-29,,0,18.9,16,21.8,5.8
2014-05-30,,3.2,19.8,15,24.6,9.6
2014-05-31,,0.7,19.8,16.2,23.4,7.2
